Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image,WordAudio,SentenceAudio
金,金,Kin,N3,2,あのヒョウは <b>金</b>がなくて 14歳で―,That leopard was 14 years old and broke.,"S01E03, S01E07",,[sound:Beastars_word_3c1e31a1.mp3],[sound:Beastars_sent_c24f671a.mp3]
両親,りょうしん,"1. parents, both parents",N5,2,ちなみに俺は 生まれた瞬間に <b>両親</b>に捨てられて―,"By the way, I was abandoned by my parents the moment I was born...","S01E03, S01E10",,[sound:Beastars_word_37b50026.mp3],[sound:Beastars_sent_45108fc3.mp3]
事情,じじょう,"1. circumstances, conditions, situation, reasons, state of affairs",N3,2,<b>事情</b>を抱えた獣だけが入れる,Only beasts with circumstances can enter.,"S01E03, S01E11",,[sound:Beastars_word_e66d9fac.mp3],[sound:Beastars_sent_c32f7fdd.mp3]
生きざま,いきざま,"1. attitude to life, form of existence, way of life",Unlabeled,2,“<b>生きざま</b>を見せる”って 裏テーマに徹底してるんだってさ,The secret theme is to “show people how they live”.,S01E03,,[sound:Beastars_word_91b9c13e.mp3],[sound:Beastars_sent_2b99cbb9.mp3]
記事,きじ,"1. article, news story, report, account",N3,2,あの時は いろいろあって こういう<b>記事</b>になってるというか,"A lot of things happened at that time, and this is what the article is about.","S01E03, S01E05",,[sound:Beastars_word_a6125863.mp3],[sound:Beastars_sent_8ccb109e.mp3]
看板,かんばん,"1. signboard, sign, billboard, hoarding, doorplate<br>2. draw, attraction, feature, highlight, spokesman, figurehead<br>3. reputation (of a shop), name<br>4. appearance, look, show<br>5. closing (for the day, esp. of a restaurant or bar), closing time",N2,2,もしも 我が校の<b>看板</b>に―,What if it's on our school's signboard?,"S01E03, S01E12",,[sound:Beastars_word_0072da45.mp3],[sound:Beastars_sent_26b9cd8b.mp3]
枚,まい,1. counter for flat objects (e.g. sheets of paper)<br>2. counter for positions or roles<br>3. counter for food portions (now only gyōza and soba)<br>4. counter for ranking level,N1,2,１<b>枚</b> たった50円で 生徒に 学園新聞 買わせるんだよ,Let students buy the school newspaper for just 50 yen each.,"S01E03, S01E06",,[sound:Beastars_word_828ac3fb.mp3],[sound:Beastars_sent_3caf8720.mp3]
たった,ただ,"1. ordinary, common, usual<br>2. free of charge<br>3. unaffected, as is, safe<br>4. only, merely, just, simply<br>5. but, however, nevertheless",N1,2,１枚 <b>たった</b>50円で 生徒に 学園新聞 買わせるんだよ,Let students buy the school newspaper for just 50 yen each.,S01E03,,[sound:Beastars_word_4f6af7f8.mp3],[sound:Beastars_sent_3caf8720.mp3]
円,えん,1. yen (Japanese monetary unit)<br>2. circle,N3,2,１枚 たった50<b>円</b>で 生徒に 学園新聞 買わせるんだよ,Let students buy the school newspaper for just 50 yen each.,"S01E03, S01E11",,[sound:Beastars_word_08002c66.mp3],[sound:Beastars_sent_3caf8720.mp3]
特ダネ,とくダネ,"1. exclusive news, scoop",Unlabeled,2,言い訳は <b>特ダネ</b>捕まえてから言いな,Don't make any excuses until you catch the trick.,S01E03,,[sound:Beastars_word_b21128e2.mp3],[sound:Beastars_sent_0165db9e.mp3]
銭,銭,Sen,Unlabeled,2,結局は<b>銭</b>だよ 銭,"In the end, it's money.",S01E03,,[sound:Beastars_word_415fdf31.mp3],[sound:Beastars_sent_213af3b2.mp3]
日間,ひあい,"1. number of days, period of days<br>2. daily interest rate",Unlabeled,2,10<b>日間</b> ここを僕に貸してくれ,Lend me this place for 10 days.,"S01E03, S01E07",,[sound:Beastars_word_1d181e93.mp3],[sound:Beastars_sent_a92968be.mp3]
つまり,つまり,"1. that is to say, that is, in other words, I mean, that (this, it) means<br>2. in short, in brief, to sum up, ultimately, in the end, in the long run, when all is said and done, what it all comes down to, when you get right down to it, basically<br>3. clogging, obstruction, stuffing, (degree of) blockage<br>4. shrinkage<br>5. end, conclusion<br>6. dead end, corner<br>7. distress, being at the end of one's rope",N3,2,<b>つまり</b> 明日―,"That is, tomorrow...","S01E03, S01E10",,[sound:Beastars_word_e4814161.mp3],[sound:Beastars_sent_98b1841b.mp3]
初日,しょにち,"1. first day, opening day",Unlabeled,2,公演<b>初日</b>で ルイの顔の アップを撮ってくること,To take a close-up of Louis' face on the first day of the performance.,"S01E03, S01E04",,[sound:Beastars_word_970d594f.mp3],[sound:Beastars_sent_7fddade9.mp3]
ったら,たら,1. palmyra<br>2. lusterleaf holly<br>3. patra (silver incense dish placed in front of a Buddhist statue),Unlabeled,2,いやあ 部長<b>ったら</b> 今日もかわいかったなあ,"Well, the manager was cute today too.","S01E03, S01E12",,[sound:Beastars_word_9a844db7.mp3],[sound:Beastars_sent_0e247199.mp3]
調子,ちょうし,"1. tune, tone, key, pitch, time, rhythm<br>2. vein, mood, way, manner, style, knack<br>3. condition, state of health<br>4. impetus, spur of the moment, strain<br>5. trend",N3,2,クソッ <b>調子</b>に乗りやがって,"Shit, you got carried away.","S01E03, S01E10",,[sound:Beastars_word_3bbf563b.mp3],[sound:Beastars_sent_f71bf70f.mp3]
写真,しゃしん,"1. photograph, photo, picture, snapshot, snap<br>2. moving picture, movie",N5,2,ハハハッ それにしても この<b>写真</b>は傑作だね,"Hahaha Anyway, this photo is a masterpiece.","S01E03, S01E05",,[sound:Beastars_word_9c3250ff.mp3],[sound:Beastars_sent_43083164.mp3]
撮れる,とる,"1. to take (a photo)<br>2. to record (video, audio, etc.), to make (a film)",Unlabeled,2,私 案外 当日 いい写真 <b>撮れる</b>かも,I might be able to take some good photos that day.,"S01E03, S01E05",,[sound:Beastars_word_1564ab71.mp3],[sound:Beastars_sent_a35570c4.mp3]
ぶっ倒れる,ぶったおれる,"1. to fall flat, to collapse in a heap",Unlabeled,2,あのルイ様がミスしたり 突然 <b>ぶっ倒れ</b>たりしたら,What if that Louis-sama makes a mistake or suddenly collapses?,"S01E03, S01E06",,[sound:Beastars_word_bcdcab51.mp3],[sound:Beastars_sent_74c52bd6.mp3]
鍛える,きたえる,"1. to forge, to temper<br>2. to drill, to train, to discipline",N1,2,<b>鍛えれ</b>ば鍛えるほど 体が壊れていく,"The more you train, the more your body breaks down",S01E03,,[sound:Beastars_word_155e9e6a.mp3],[sound:Beastars_sent_a6ddc395.mp3]
捕食,ほしょく,"1. predation, eating prey, preying upon",Unlabeled,2,結局は<b>捕食</b>される側の 体でしかないことも,"In the end, it may just be the body of the prey.",S01E03,,[sound:Beastars_word_73188e2a.mp3],[sound:Beastars_sent_24bffd72.mp3]
いちいち,いちいち,"1. one-by-one, separately<br>2. every single, each and every, without omission, fully, in detail",N2,2,君の体は <b>いちいち</b>主張が強いね まったく,"Your body is so assertive, really.","S01E03, S01E06",,[sound:Beastars_word_8d3ba541.mp3],[sound:Beastars_sent_49203e3b.mp3]
野性,やせい,"1. wildness (plants, animals, etc.), uncouth, rough, unpolished",Unlabeled,2,あらがえないって言いたいのか 自分の<b>野性</b>に,Are you trying to say that you can't resist your own wildness?,S01E03,,[sound:Beastars_word_4a28ac07.mp3],[sound:Beastars_sent_0b3659b9.mp3]
まとめる,まとめる,"1. to collect, to put (it all) together, to integrate, to consolidate, to unify<br>2. to summarize, to aggregate<br>3. to bring to a conclusion, to finalize, to settle, to put in order<br>4. to establish, to decide",Unlabeled,2,俺を草食で<b>まとめる</b>な！,Don't label me as a herbivore!,"S01E03, S01E08",,[sound:Beastars_word_339e7186.mp3],[sound:Beastars_sent_46f8f9c4.mp3]
コソコソ,こそこそ,"1. sneakily, secretly, stealthily, on the sly",Unlabeled,2,俺は <b>コソコソ</b>しなきゃ いけないんです,I have to sneak around.,S01E03,,[sound:Beastars_word_f424dd03.mp3],[sound:Beastars_sent_22c84a46.mp3]
しゃく,しゃく,"1. cause of offense, cause of offence, annoyance, peeve<br>2. spasms, convulsions, cramps",Unlabeled,2,どうにも社交的で <b>しゃく</b>に障る,I'm sociable and have a hard time,"S01E03, S01E10",,[sound:Beastars_word_b60a1c3b.mp3],[sound:Beastars_sent_eb53fcc6.mp3]
障る,さわる,"1. to be harmful to, to hinder, to interfere with, to irritate",N1,2,どうにも社交的で しゃくに<b>障る</b>,I'm sociable and have a hard time,"S01E03, S01E10",,[sound:Beastars_word_ae199356.mp3],[sound:Beastars_sent_eb53fcc6.mp3]
たまに,たまに,"1. occasionally, once in a while, now and then, rarely, seldom",N4,2,スカしてないで <b>たまに</b>は本気で挑んでこいよ,"Don't be silly, just try your hardest once in a while","S01E03, S01E11",,[sound:Beastars_word_1a75c04b.mp3],[sound:Beastars_sent_b407606f.mp3]
挑む,いどむ,"1. to challenge to (a fight, game, etc.), to throw down the gauntlet, to contend for<br>2. to tackle (e.g. a problem), to attempt, to go after (a prize, record, etc.)<br>3. to pressure (someone) for sex, to make advances to",N1,2,スカしてないで たまには本気で<b>挑ん</b>でこいよ,"Don't be silly, just try your hardest once in a while","S01E03, S01E05",,[sound:Beastars_word_9383981d.mp3],[sound:Beastars_sent_b407606f.mp3]
生態,せいたい,"1. mode of life, ecology<br>2. (animal) territory",Unlabeled,2,全校生徒の皆さん 今日は“<b>生態</b>の日”です,"Dear all students, Today is ""Ecology Day""",S01E03,,[sound:Beastars_word_2736f239.mp3],[sound:Beastars_sent_e6d47f1b.mp3]
おう,おお,"1. large, big, great, major, important, serious, heavy, loud<br>2. older, senior<br>3. final, ultimate<br>4. rough, broad, general",Unlabeled,2,<b>おう</b> 任せとけ,"Oh, leave it to me.","S01E03, S01E12",,[sound:Beastars_word_fbfb103b.mp3],[sound:Beastars_sent_adcb3128.mp3]
疲れ,つかれ,"1. tiredness, fatigue",N3,2,遅くまで お<b>疲れ</b>,Thank you for staying late,"S01E03, S01E04",,[sound:Beastars_word_a04d859b.mp3],[sound:Beastars_sent_2008171a.mp3]
紛れる,まぎれる,"1. to disappear into, to be lost in, to slip into, to get mixed in among<br>2. to do something under the cover of (confusion, etc.)<br>3. to be almost indistinguishable, to be confusingly similar<br>4. to be diverted from (negative emotions, etc.), to forget about<br>5. to be distracted by, to be too absorbed in",N1,2,俺は暗闇に<b>紛れ</b>ているだけの 怪物じゃなく―,I'm not just a monster hiding in the darkness...,S01E03,,[sound:Beastars_word_62ae4a8f.mp3],[sound:Beastars_sent_a3e3b077.mp3]
様子,ようす,"1. state, state of affairs, situation, circumstances<br>2. appearance, look, aspect<br>3. sign, indication",N3,2,<b>様子</b>もおかしかったし…,Things were weird too...,S01E03,,[sound:Beastars_word_24d14381.mp3],[sound:Beastars_sent_e7fbdbae.mp3]
哺乳類,ほにゅうるい,"1. mammal, mammalian",Unlabeled,2,<b>哺乳類</b>でクマ科 大きさも性格も ヒグマと変わらないが―,"It is a mammal of the bear family, and is similar in size and personality to a brown bear.","S01E03, S01E06",,[sound:Beastars_word_e1d7d66a.mp3],[sound:Beastars_sent_9cddbc5d.mp3]
かかる,かかる,"1. to take (a resource, e.g. time or money)<br>2. to hang<br>3. to come into view, to arrive<br>4. to come under (a contract, a tax)<br>5. to start (engines, motors)<br>6. to attend, to deal with, to handle<br>7. to have started to, to be on the verge of<br>8. to overlap (e.g. information in a manual), to cover<br>9. to (come) at<br>10. to be fastened<br>11. to be covered (e.g. with dust, a table-cloth, etc.)<br>12. to be caught in<br>13. to get a call<br>14. to depend on",N5,2,角のフェイクが出来上がるまで 大体 10日<b>かかる</b>,It takes about 10 days for the fake horns to be completed.,"S01E03, S01E07",,[sound:Beastars_word_baa94115.mp3],[sound:Beastars_sent_11a3cd26.mp3]
納得,なっとく,"1. consent, assent, agreement<br>2. understanding, comprehension, grasp",N3,2,<b>納得</b>がいく意味を 見つけたいんじゃないかな,I guess you want to find a meaning that makes sense.,"S01E03, S01E11",,[sound:Beastars_word_402c81a2.mp3],[sound:Beastars_sent_f52e044b.mp3]
乗りきる,のりきる,"1. to weather (a storm, rough seas), to ride across, to sail across<br>2. to get through (adversity), to weather, to get over, to tide over, to overcome, to survive<br>3. to load completely (e.g. books on a shelf, people or luggage in a car)",Unlabeled,2,今日と明日を<b>乗りきっ</b>て すぐ病院に行けばいいことだ,All you have to do is get through today and tomorrow and go to the hospital right away.,"S01E03, S01E04",,[sound:Beastars_word_a09ce6b5.mp3],[sound:Beastars_sent_5e1b45e4.mp3]
病院,びょういん,"1. hospital, clinic, doctor's office, doctor's surgery, infirmary",N5,2,裏市の肉はな <b>病院</b>や葬儀屋が ひそかに提供しているもんだ,Meat in the back market is secretly provided by hospitals and funeral parlors.,"S01E03, S01E06",,[sound:Beastars_word_616b0d57.mp3],[sound:Beastars_sent_7b2a3801.mp3]
目の当たり,まのあたり,"1. just before one's eyes, in one's presence, personally",Unlabeled,2,初めて俺たちの舞台を <b>目の当たり</b>にする新入生が―,New students witnessing our stage for the first time...,"S01E03, S01E07",,[sound:Beastars_word_5d61e534.mp3],[sound:Beastars_sent_1515b1d4.mp3]
胸,むね,"1. chest, breast<br>2. breasts, bosom, bust<br>3. heart<br>4. lungs<br>5. stomach<br>6. heart, mind, feelings",N3,2,期待を<b>胸</b>に 待ち構えている,I'm waiting with anticipation,"S01E03, S01E07",,[sound:Beastars_word_86d15422.mp3],[sound:Beastars_sent_ab2dacd7.mp3]
まるで,まるで,"1. quite, entirely, completely, at all<br>2. as if, as though, just like",N3,2,<b>まるで</b> 自分に 言い聞かせてるみたいだった,It was like I was talking to myself,S01E03,,[sound:Beastars_word_7134d3a0.mp3],[sound:Beastars_sent_36bba4a5.mp3]
メイク,メイク,"1. make-up<br>2. making food (in a delivery-only restaurant), cooking",Unlabeled,2,衣装と<b>メイク</b> 少し変えてもらったんです,I had my costume and makeup changed a little.,"S01E03, S01E12",,[sound:Beastars_word_f160fd94.mp3],[sound:Beastars_sent_b4a35168.mp3]
完了,かんりょう,"1. completion, conclusion<br>2. perfect (tense, form, aspect)",N3,2,ルイさん メイク まもなく<b>完了</b>です,Louis' makeup will be completed soon.,S01E03,,[sound:Beastars_word_10316394.mp3],[sound:Beastars_sent_3e4aa001.mp3]
通り,とおり,"1. avenue, street, way, road<br>2. coming and going, street traffic<br>3. flow (of water, air, etc.)<br>4. transmission (of sound), reach (e.g. of voice)<br>5. fame, reputation, popularity<br>6. the same status or way, as (e.g. as expected, as I said)<br>7. understanding, comprehension<br>8. counter for sets of things, counter for methods, ways, types",N3,2,手負いの死に神様のお<b>通り</b>だ,It's God's mercy that I died from injuries.,"S01E03, S01E06",,[sound:Beastars_word_f580b348.mp3],[sound:Beastars_sent_1fe6d405.mp3]
震わせる,ふるわせる,"1. to (make something) quiver, to shake, to tremble, to vibrate",N1,2,鼻腔が体じゅうの筋肉を <b>震わせる</b>のも 体が熱いのも,"My sinuses make all the muscles in my body tremble, and my body feels hot.","S01E03, S01E10",,[sound:Beastars_word_70814ea9.mp3],[sound:Beastars_sent_38ad4ef4.mp3]
愛,あい,"1. love, affection, care<br>2. attachment, craving, desire<br>3. agape<br>4. Ireland",N3,2,死をもって<b>愛</b>を証明する,prove love with death,"S01E03, S01E07",,[sound:Beastars_word_9a6c458a.mp3],[sound:Beastars_sent_631cad4a.mp3]
別れ,わかれ,"1. parting, separation, farewell",N3,2,エレン この世に <b>別れ</b>は告げられたかい？,"Ellen, have you said goodbye to this world?","S01E03, S01E04",,[sound:Beastars_word_862566e9.mp3],[sound:Beastars_sent_f54496b7.mp3]
閉まる,しまる,"1. to be shut, to close, to be closed<br>2. to be firm (of a body, face, etc.), to be well-knit<br>3. to be locked<br>4. to tighten, to be tightened<br>5. to become sober, to become tense",N5,2,幕が<b>閉まる</b>　拍手も聞こえる,"The curtain closes, you can hear the applause","S01E03, S01E08",,[sound:Beastars_word_c9f05bac.mp3],[sound:Beastars_sent_86f67e58.mp3]
間に合う,まにあう,"1. to be in time (for)<br>2. to serve (suit, meet) the purpose, to be good enough, to be enough, to manage, to make do",N4,2,<b>間に合っ</b>た,Got it on time,"S01E03, S01E07",,[sound:Beastars_word_f18ada05.mp3],[sound:Beastars_sent_8426bf88.mp3]
感覚,かんかく,"1. sense, sensation, feeling, intuition",N3,2,足の<b>感覚</b>が もはや 全くない,I can't feel my legs anymore,"S01E03, S01E06",,[sound:Beastars_word_f98bd78e.mp3],[sound:Beastars_sent_44b87b7c.mp3]
