Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image,WordAudio,SentenceAudio
こもる,こもる,"1. to shut oneself in (e.g. one's room), to be confined in, to seclude oneself, to hide away, to stay inside (one's shell)<br>2. to be filled with (emotion, enthusiasm, etc.)<br>3. to fill the room (of a gas, smell, etc.), to be heavy with (e.g. smoke), to be stuffy, to be dense<br>4. to be muffled (e.g. voice)<br>5. to hold (a castle, fortress, etc.)<br>6. to confine oneself in a temple to pray",Unlabeled,2,でも うちには こたつに<b>こもっ</b>た人を動かす―,"But in our house, we move people who are huddled under the kotatsu.",S01E13,"<img src=""S01E13_00_09_25_773.jpg"">",[sound:Lucky Star_word_9e418ad3.mp3],[sound:Lucky Star_sent_782863f4.mp3]
装う,よそおう,"1. to dress (oneself in), to attire oneself in, to adorn, to decorate<br>2. to pretend, to feign, to affect, to disguise oneself as",Unlabeled,2,毎年毎年 こう普通を<b>装い</b>つつも,"Every year, even though I pretend to be normal","S01E13, S01E15","<img src=""S01E13_00_10_31_922.jpg"">",[sound:Lucky Star_word_5998f66e.mp3],[sound:Lucky Star_sent_4b9b3e29.mp3]
恋愛,れんあい,"1. love, love-making, passion, emotion, affections",N1,2,ゲームでしか<b>恋愛</b>したことない奴は 言うことがシビアだな,It's a serious thing to say to someone who has only ever been in love in a game.,"S01E13, S01E21","<img src=""S01E13_00_11_09_710.jpg"">",[sound:Lucky Star_word_08457119.mp3],[sound:Lucky Star_sent_f16eceb8.mp3]
当日,とうじつ,"1. day in question, appointed day, that very day, the day (of issue, publication, etc.)",N2,2,まあ ゲームだと<b>当日</b>より,"Well, if it's a game, from the day","S01E13, S01E24","<img src=""S01E13_00_11_13_464.jpg"">",[sound:Lucky Star_word_96ad1e31.mp3],[sound:Lucky Star_sent_78c26570.mp3]
好感,こうかん,"1. good feeling, good will, favourable impression, favorable impression",Unlabeled,2,それまでに どれだけ<b>好感</b>度を 多くするかが大事なんだよね,The important thing is how much favorability you can get by then.,S01E13,"<img src=""S01E13_00_11_15_257.jpg"">",[sound:Lucky Star_word_5cc62471.mp3],[sound:Lucky Star_sent_e6591e35.mp3]
男女,だんじょ,"1. men and women, man and woman, both sexes, both genders",Unlabeled,2,仲のいい<b>男女</b>が一緒にいたら 集中なんて できないよねえ,"If two good friends are together, it would be impossible to concentrate.","S01E13, S01E19","<img src=""S01E19_00_06_05_865.jpg"">",[sound:Lucky Star_word_6dc016a7.mp3],[sound:Lucky Star_sent_d2e6dd0e.mp3]
発言,はつげん,"1. statement, remark, observation, utterance, speech, proposal",N1,2,はい ストップ！ 危ない<b>発言</b>禁止～！,Yes stop! Dangerous statements are prohibited!,"S01E13, S01E22","<img src=""S01E13_00_13_14_710.jpg"">",[sound:Lucky Star_word_b9c1b10d.mp3],[sound:Lucky Star_sent_b35f12b3.mp3]
一見,いっけん,"1. look, glimpse, glance<br>2. apparently, seemingly<br>3. first meeting",N1,2,<b>一見</b> 万能に見えて 不得手をさらすことで,"At first glance, it seems to be perfect, but by exposing its weak points,","S01E13, S01E18","<img src=""S01E13_00_13_54_833.jpg"">",[sound:Lucky Star_word_b969f3d5.mp3],[sound:Lucky Star_sent_b6d3b744.mp3]
努力,どりょく,"1. effort, exertion, endeavour, endeavor, hard work, striving",N3,2,そうか！ 日々の<b>努力</b>が実った結果なんだね,I see! This is the result of daily efforts.,"S01E13, S01E18","<img src=""S01E18_00_14_07_054.jpg"">",[sound:Lucky Star_word_abe26aa6.mp3],[sound:Lucky Star_sent_2a7a3a12.mp3]
肝心,かんじん,"1. essential, important, crucial, vital, main",N1,2,こういうのは最初が<b>肝心</b>なんだよね 明るく振る舞わなきゃ,"The most important thing with this kind of thing is the beginning, you have to act cheerfully.","S01E13, S01E15","<img src=""S01E15_00_15_07_114.jpg"">",[sound:Lucky Star_word_5986882f.mp3],[sound:Lucky Star_sent_85ee1663.mp3]
すんなり,すんなり,"1. slim, slender, lithe, supple<br>2. smoothly, without resistance, without trouble, without difficulty, without dissent, easily, readily",N1,2,でも ここ <b>すんなり</b>合格って いとこさん 頭いいんだね,"But you passed the exam easily here. Cousin, you must be smart.","S01E13, S01E22","<img src=""S01E13_00_15_12_411.jpg"">",[sound:Lucky Star_word_86b917f6.mp3],[sound:Lucky Star_sent_80cac96f.mp3]
過剰,かじょう,"1. excess, surplus, superabundance, overabundance",N2,2,とりようによっては 自信<b>過剰</b>に聞こえるよ,"Depending on how you take it, it sounds overconfident.","S01E13, S01E14","<img src=""S01E13_00_15_16_248.jpg"">",[sound:Lucky Star_word_af264d24.mp3],[sound:Lucky Star_sent_71806308.mp3]
学問,がくもん,"1. scholarship, study, learning<br>2. discipline, branch of learning, (a) science",N3,2,うう～ <b>学問</b>とか労働って文字が 私の辞書にはないんだよね,"Ugh, the words ""academic"" and ""labor"" aren't in my dictionary.","S01E13, S01E22","<img src=""S01E13_00_15_36_936.jpg"">",[sound:Lucky Star_word_79bbf3b2.mp3],[sound:Lucky Star_sent_3a519179.mp3]
自称,じしょう,"1. self-proclaimed, self-professed, self-styled, would-be<br>2. professing oneself to be, calling oneself, describing oneself as<br>3. first person",Unlabeled,2,コミケでしか稼げない <b>自称</b> 漫画家とか？,A self-proclaimed manga artist who can only make money at Comiket?,S01E13,"<img src=""S01E13_00_15_47_321.jpg"">",[sound:Lucky Star_word_e87afcf4.mp3],[sound:Lucky Star_sent_b7ff44ba.mp3]
漫画家,まんがか,"1. cartoonist, comic book artist, manga artist, manga author, mangaka",Unlabeled,2,コミケでしか稼げない 自称 <b>漫画家</b>とか？,A self-proclaimed manga artist who can only make money at Comiket?,S01E13,"<img src=""S01E13_00_15_47_321.jpg"">",[sound:Lucky Star_word_2a33cf1e.mp3],[sound:Lucky Star_sent_b7ff44ba.mp3]
あるいは,あるいは,"1. or, either ... or<br>2. maybe, perhaps, possibly<br>3. some ... and others ..., sometimes ... and at other times ...",N3,2,<b>あるいは</b>探求心を生かして ルポライターか？,Or maybe you want to take advantage of your inquisitive nature and become a reportage writer?,S01E13,"<img src=""S01E13_00_15_50_366.jpg"">",[sound:Lucky Star_word_738b2dcb.mp3],[sound:Lucky Star_sent_e89ddedd.mp3]
探求,たんきゅう,"1. search, quest, pursuit",Unlabeled,2,あるいは<b>探求</b>心を生かして ルポライターか？,Or maybe you want to take advantage of your inquisitive nature and become a reportage writer?,S01E13,"<img src=""S01E13_00_15_50_366.jpg"">",[sound:Lucky Star_word_dbfe0e96.mp3],[sound:Lucky Star_sent_e89ddedd.mp3]
生かす,いかす,"1. to make (the best) use of, to put to good use, to leverage (skills, attributes, experience, etc.), to capitalise on (experience, etc.)<br>2. to let live, to keep alive<br>3. to revive, to resuscitate, to bring back to life<br>4. to restore (a deleted passage; in proofreading)",N1,2,あるいは探求心を<b>生かし</b>て ルポライターか？,Or maybe you want to take advantage of your inquisitive nature and become a reportage writer?,S01E13,"<img src=""S01E13_00_15_50_366.jpg"">",[sound:Lucky Star_word_84743d17.mp3],[sound:Lucky Star_sent_e89ddedd.mp3]
ルポライター,ルポライター,"1. reportage writer, documentary writer",Unlabeled,2,あるいは探求心を生かして <b>ルポライター</b>か？,Or maybe you want to take advantage of your inquisitive nature and become a reportage writer?,S01E13,"<img src=""S01E13_00_15_50_366.jpg"">",[sound:Lucky Star_word_1e59f31d.mp3],[sound:Lucky Star_sent_e89ddedd.mp3]
沸騰,ふっとう,"1. boiling, seething<br>2. becoming heated (e.g. debate), excitement, agitation, fermentation<br>3. soaring (prices), shooting up",N1,2,いや ピンポイントで人気が <b>沸騰</b>する作家ってのもありかしら？,I wonder if there are some writers who become popular in a pinpoint way?,S01E13,"<img src=""S01E13_00_15_53_410.jpg"">",[sound:Lucky Star_word_57bcdcf7.mp3],[sound:Lucky Star_sent_b0a3b5de.mp3]
ウェブ,ウェブ,"1. web<br>2. World Wide Web, WWW, Web",Unlabeled,2,パソコンに明るいから <b>ウェブ</b>デザイナーもあり？,"Since you are familiar with computers, are you also a web designer?",S01E13,"<img src=""S01E13_00_15_57_122.jpg"">",[sound:Lucky Star_word_52ce7a98.mp3],[sound:Lucky Star_sent_aa117c6a.mp3]
デザイナー,デザイナー,1. designer,Unlabeled,2,パソコンに明るいから ウェブ<b>デザイナー</b>もあり？,"Since you are familiar with computers, are you also a web designer?",S01E13,"<img src=""S01E13_00_15_57_122.jpg"">",[sound:Lucky Star_word_d0077489.mp3],[sound:Lucky Star_sent_aa117c6a.mp3]
ストーリー,ストーリー,"1. story, tale, legend<br>2. plot, storyline",Unlabeled,2,<b>ストーリー</b>というより小ネタで回す シナリオライターなんて…,A scenario writer who uses small stories rather than stories...,S01E13,"<img src=""S01E13_00_16_00_250.jpg"">",[sound:Lucky Star_word_5badbb57.mp3],[sound:Lucky Star_sent_a7ac6f41.mp3]
シナリオライター,シナリオライター,"1. scriptwriter, screenwriter",Unlabeled,2,ストーリーというより小ネタで回す <b>シナリオライター</b>なんて…,A scenario writer who uses small stories rather than stories...,S01E13,"<img src=""S01E13_00_16_00_250.jpg"">",[sound:Lucky Star_word_a74e0f0e.mp3],[sound:Lucky Star_sent_a7ac6f41.mp3]
進学,しんがく,"1. entering a higher-level school, esp. going on to university",N3,2,そうですね <b>進学</b>となると選ぶ学部によっては,"Well, when it comes to going on to higher education, it depends on the faculty you choose.","S01E13, S01E17","<img src=""S01E17_00_05_37_003.jpg"">",[sound:Lucky Star_word_58dbd4a8.mp3],[sound:Lucky Star_sent_294d99e6.mp3]
おおっと,おっと,1. husband,Unlabeled,2,<b>おおっと</b> 来た！ 一般人からの さげすみ攻撃が！,"Oops, it's here! Condescending attacks from ordinary people!","S01E13, S01E23","<img src=""S01E23_00_05_24_949.jpg"">",[sound:Lucky Star_word_b05d1e8a.mp3],[sound:Lucky Star_sent_fd751d35.mp3]
ゴール,ゴール,"1. goal, basket (basketball), finishing line, winning post<br>2. Gaul",N3,2,レジという名の<b>ゴール</b>へと たどり着いてもらおうじゃないかあ,Let's help them reach the goal called cash register.,"S01E13, S01E21","<img src=""S01E13_00_16_28_946.jpg"">",[sound:Lucky Star_word_3ee7099e.mp3],[sound:Lucky Star_sent_3fe4580f.mp3]
たどり着く,たどりつく,"1. to arrive at (after a struggle), to finally reach, to find one's way to, to finally hit on (e.g. an idea)",Unlabeled,2,レジという名のゴールへと <b>たどり着い</b>てもらおうじゃないかあ,Let's help them reach the goal called cash register.,"S01E13, S01E24","<img src=""S01E13_00_16_28_946.jpg"">",[sound:Lucky Star_word_a3aa5d59.mp3],[sound:Lucky Star_sent_3fe4580f.mp3]
迷う,まよう,"1. to lose one's way, to get lost<br>2. to waver, to hesitate, to be of two minds over, to be puzzled, to be perplexed<br>3. to give into temptation, to lose control of oneself<br>4. to be charmed, to be infatuated, to be captivated, to be smitten<br>5. to turn in one's grave",Unlabeled,2,何やら<b>迷っ</b>ているようで,It seems like you're confused about something,"S01E13, S01E19","<img src=""S01E13_00_16_34_076.jpg"">",[sound:Lucky Star_word_75286a98.mp3],[sound:Lucky Star_sent_2b3d848d.mp3]
コミックス,コミックス,1. comics,Unlabeled,2,伝説の少女Ａの購入目標は <b>コミックス</b>ではありません,The goal of purchasing Legendary Girl A is not comics.,S01E13,"<img src=""S01E13_00_17_22_166.jpg"">",[sound:Lucky Star_word_34a46408.mp3],[sound:Lucky Star_sent_ab3f0c23.mp3]
タマ,タマ,Tama,Unlabeled,2,おおっ… <b>タマ</b>～タマ～,Oh... Tama~Tama~,S01E13,"<img src=""S01E13_00_17_41_769.jpg"">",[sound:Lucky Star_word_d5e96c70.mp3],[sound:Lucky Star_sent_e33223bc.mp3]
ゲ,ゲッ,"1. exclamation of surprised disappointment, disgust, or worry (yuck, ick, ack, eeew, crap!, blech, gross)",Unlabeled,2,<b>ゲ</b>～ロ ゲロゲロゲロ ゲロリンチョ,Gero Gero Gero Gero Gero Rincho,S01E13,"<img src=""S01E13_00_17_45_939.jpg"">",[sound:Lucky Star_word_4fa4e281.mp3],[sound:Lucky Star_sent_7ec47338.mp3]
ゲロゲロゲロ,ゲロゲロゲロ,1. Vomit vomit vomit (Auto-translated),Unlabeled,2,ゲ～ロ <b>ゲロゲロゲロ</b> ゲロリンチョ,Gero Gero Gero Gero Gero Rincho,S01E13,"<img src=""S01E13_00_17_45_939.jpg"">",[sound:Lucky Star_word_7d3c9ef4.mp3],[sound:Lucky Star_sent_7ec47338.mp3]
ゲロリンチョ,ゲロリンチョ,1. Gerorincho (Auto-translated),Unlabeled,2,ゲ～ロ ゲロゲロゲロ <b>ゲロリンチョ</b>,Gero Gero Gero Gero Gero Rincho,S01E13,"<img src=""S01E13_00_17_45_939.jpg"">",[sound:Lucky Star_word_1f5cad0f.mp3],[sound:Lucky Star_sent_7ec47338.mp3]
諸君,しょくん,"1. you (people)<br>2. gentlemen, ladies and gentlemen, my friends, everyone",N1,2,あ～ なんちゅうゲームを やっとるのかね？ 高校生<b>諸君</b>！,"Ah, are you really playing games? High school students!","S01E13, S01E23","<img src=""S01E23_00_19_12_609.jpg"">",[sound:Lucky Star_word_cc12f3f8.mp3],[sound:Lucky Star_sent_19c88562.mp3]
合,あい,"1. between-season wear, spring and autumn clothing, spring and fall clothing<br>2. together<br>3. condition, situation, state<br>4. -ish",Unlabeled,2,はあ？ 富士山？ ５<b>合</b>目までは車で行けちゃうじゃん,Huh? Mt. Fuji? You can go to the 5th station by car.,S01E13,"<img src=""S01E13_00_19_49_897.jpg"">",[sound:Lucky Star_word_a536deee.mp3],[sound:Lucky Star_sent_203bb220.mp3]
栄え,はえ,"1. glory, splendour, honour",Unlabeled,2,“<b>栄え</b>あるフィギュアになる そのキャラは―”,“The character that will become a glorious figure is...”,S01E13,"<img src=""S01E13_00_20_24_097.jpg"">",[sound:Lucky Star_word_26debbc8.mp3],[sound:Lucky Star_sent_df02e606.mp3]
ペコポン,ペコポン,1. Pekopon (Auto-translated),Unlabeled,2,一気に<b>ペコポン</b>侵略完了であります,The Pekopon invasion is complete at once.,S01E13,"<img src=""S01E13_00_23_15_519.jpg"">",[sound:Lucky Star_word_ebc2937d.mp3],[sound:Lucky Star_sent_e0d35e08.mp3]
くだる,さがる,"1. to come down, to go down, to fall, to drop, to sink, to get lower<br>2. to hang, to dangle<br>3. to move back, to step back, to withdraw, to retire<br>4. to deteriorate, to fall off, to be downgraded<br>5. to get closer to the present day<br>6. to go south",Unlabeled,2,見ると <b>くだら</b>ない続きだったり するんだけどね,"When I watch it, it seems like a boring continuation.","S01E13, S01E20","<img src=""S01E20_00_08_23_920.jpg"">",[sound:Lucky Star_word_e691cd4e.mp3],[sound:Lucky Star_sent_565446d4.mp3]
軍人,ぐんじん,"1. military personnel, soldier",Unlabeled,2,<b>軍人</b>なら軍人らしく 武力でやってのけろ,"If you're a military man, do it like a military man and use force.",S01E13,"<img src=""S01E13_00_23_21_024.jpg"">",[sound:Lucky Star_word_4809a518.mp3],[sound:Lucky Star_sent_32c6dc92.mp3]
制する,せいする,"1. to hold back (e.g. emotions), to rein in (e.g. a horse, unruly people), to bridle<br>2. to get the better of<br>3. to control, to command",N1,2,今は情報を<b>制する</b>者が 戦いを制する時代であります,We live in an era where those who control information control the battle.,S01E13,"<img src=""S01E13_00_23_25_695.jpg"">",[sound:Lucky Star_word_188aff41.mp3],[sound:Lucky Star_sent_b12f0602.mp3]
貴様,きさま,"1. you, you bastard, you son of a bitch<br>2. you",Unlabeled,2,何だと!? <b>貴様</b> それは偏見だぞ,"What!? You, that's prejudice.","S01E13, S01E19","<img src=""S01E19_00_01_58_326.jpg"">",[sound:Lucky Star_word_9dbfb594.mp3],[sound:Lucky Star_sent_aacfa5da.mp3]
再会,さいかい,"1. another meeting, meeting again, reunion",N1,2,これで例のハンカチ少女と <b>再会</b>できるねえ,Now I can reunite with the handkerchief girl from before.,S01E14,"<img src=""S01E14_00_02_31_067.jpg"">",[sound:Lucky Star_word_15f02ac2.mp3],[sound:Lucky Star_sent_0c2a1f67.mp3]
環境,かんきょう,"1. environment, circumstance",N3,2,あ～ やっぱり 学校から外に出た<b>環境</b>が―,"Ah~ After all, the environment outside of school...","S01E14, S01E21","<img src=""S01E21_00_11_16_884.jpg"">",[sound:Lucky Star_word_fba18681.mp3],[sound:Lucky Star_sent_dbf9f036.mp3]
ナンバー,ナンバー,"1. number<br>2. number plate, license plate",N2,2,<b>ナンバー</b>ディスプレーにすると,When it comes to number display,S01E14,"<img src=""S01E14_00_06_20_129.jpg"">",[sound:Lucky Star_word_a3ad9baf.mp3],[sound:Lucky Star_sent_a5dab147.mp3]
ディスプレー,ディスプレイ,1. display,Unlabeled,2,ナンバー<b>ディスプレー</b>にすると,When it comes to number display,S01E14,"<img src=""S01E14_00_06_20_129.jpg"">",[sound:Lucky Star_word_2898eaad.mp3],[sound:Lucky Star_sent_a5dab147.mp3]
制覇,せいは,"1. conquest, domination, mastery",Unlabeled,2,何が全国<b>制覇</b>だ ううっ…,What a national victory...,S01E14,"<img src=""S01E14_00_07_11_472.jpg"">",[sound:Lucky Star_word_66e71530.mp3],[sound:Lucky Star_sent_524aa59c.mp3]
情け,なさけ,"1. pity, sympathy, compassion, mercy<br>2. affection, love",N1,2,つかさ この世は常に戦争だよ <b>情け</b>容赦がないよ,"Tsukasa, this world is always at war, there is no mercy.","S01E14, S01E23","<img src=""S01E14_00_07_14_392.jpg"">",[sound:Lucky Star_word_2588c72c.mp3],[sound:Lucky Star_sent_a3304b43.mp3]
交換,こうかん,"1. exchange, interchange, switching, reciprocity, barter, substitution, replacement, clearing (of checks, cheques)",N3,2,攻めるか守るか散々 悩んで ついに<b>交換</b>してもらったんだけど,"I was thinking a lot about whether to attack or defend, but I finally had it replaced.",S01E14,"<img src=""S01E14_00_07_21_399.jpg"">",[sound:Lucky Star_word_c0be6499.mp3],[sound:Lucky Star_sent_d2069794.mp3]
